date,atm_id,opening_balance,withdrawals,deposits,closing_balance,replenished,replenishment_amount,cash_utilization_rate,predicted_runout_days
2025-07-24,ATM-00022,8067836,1286975,0,6780861,False,0,32,5
2025-07-25,ATM-00022,6780861,1977093,0,4803768,False,0,51,2
2025-07-26,ATM-00022,4803768,1308713,0,3495055,False,0,65,2
2025-07-27,ATM-00022,3495055,2745703,0,8750783,True,8001430,12,3
2025-07-28,ATM-00022,8750783,1825351,0,6925432,False,0,30,3
2025-07-29,ATM-00022,6925432,959628,0,5965804,False,0,40,6
2025-07-30,ATM-00022,5965804,1471098,0,4494706,False,0,55,3
2025-07-31,ATM-00022,4494706,1712788,0,2781918,False,0,72,1
2025-08-01,ATM-00022,2781918,1222305,0,9199972,True,7640358,8,7
2025-08-02,ATM-00022,9199972,1345984,0,7853988,False,0,21,5
2025-08-03,ATM-00022,7853988,858267,0,6995721,False,0,30,8
2025-08-04,ATM-00022,6995721,2849389,0,4146332,False,0,58,1
2025-08-05,ATM-00022,4146332,1166129,0,2980203,False,0,70,2
2025-08-06,ATM-00022,2980203,2852108,0,9207775,True,9079680,7,3
2025-08-07,ATM-00022,9207775,1174049,0,8033726,False,0,19,6
2025-08-08,ATM-00022,8033726,2264519,0,5769207,False,0,42,2
2025-08-09,ATM-00022,5769207,2335268,0,3433939,False,0,65,1
2025-08-10,ATM-00022,3433939,2698336,0,9271432,True,8535828,7,3
2025-08-11,ATM-00022,9271432,2617557,0,6653875,False,0,33,2
2025-08-12,ATM-00022,6653875,1180856,0,5473019,False,0,45,4
2025-08-13,ATM-00022,5473019,1126351,0,4346668,False,0,56,3
2025-08-14,ATM-00022,4346668,2723974,0,9404108,True,7781414,5,3
2025-08-15,ATM-00022,9404108,2998684,0,6405424,False,0,35,2
2025-08-16,ATM-00022,6405424,2612278,0,3793146,False,0,62,1
2025-08-17,ATM-00022,3793146,2561163,0,8567272,True,7335288,14,3
2025-08-18,ATM-00022,8567272,2217749,0,6349523,False,0,36,2
2025-08-19,ATM-00022,6349523,1608387,0,4741136,False,0,52,2
2025-08-20,ATM-00022,4741136,1237999,0,3503137,False,0,64,2
2025-08-21,ATM-00022,3503137,1022291,0,2480846,False,0,75,2
2025-08-22,ATM-00022,2480846,1709634,0,8615690,True,7844478,13,5
2025-08-23,ATM-00022,8615690,1104711,0,7510979,False,0,24,6
2025-08-24,ATM-00022,7510979,1342283,0,6168696,False,0,38,4
2025-08-25,ATM-00022,6168696,1379042,0,4789654,False,0,52,3
2025-08-26,ATM-00022,4789654,2852899,0,8819736,True,6882980,11,3
2025-08-27,ATM-00022,8819736,1954317,0,6865419,False,0,31,3
2025-08-28,ATM-00022,6865419,1749745,0,5115674,False,0,48,2
2025-08-29,ATM-00022,5115674,2905867,0,2209807,False,0,77,0
2025-08-30,ATM-00022,2209807,2967631,0,9303627,True,10061451,6,3
2025-08-31,ATM-00022,9303627,1726950,0,7576677,False,0,24,4
2025-09-01,ATM-00022,7576677,2332100,0,5244577,False,0,47,2
2025-09-02,ATM-00022,5244577,1828522,0,3416055,False,0,65,1
2025-09-03,ATM-00022,3416055,2078445,0,8869300,True,7531689,11,4
2025-09-04,ATM-00022,8869300,2631773,0,6237527,False,0,37,2
2025-09-05,ATM-00022,6237527,2275800,0,3961727,False,0,60,1
2025-09-06,ATM-00022,3961727,2525172,0,9327375,True,7890819,6,3
2025-09-07,ATM-00022,9327375,2924496,0,6402879,False,0,35,2
2025-09-08,ATM-00022,6402879,2279402,0,4123477,False,0,58,1
2025-09-09,ATM-00022,4123477,1992440,0,2131037,False,0,78,1
2025-09-10,ATM-00022,2131037,1550841,0,9445927,True,8865730,5,6
2025-09-11,ATM-00022,9445927,1868830,0,7577097,False,0,24,4
2025-09-12,ATM-00022,7577097,981859,0,6595238,False,0,34,6
2025-09-13,ATM-00022,6595238,1183344,0,5411894,False,0,45,4
2025-09-14,ATM-00022,5411894,2411746,0,3000148,False,0,69,1
2025-09-15,ATM-00022,3000148,2727314,0,9319304,True,9046470,6,3
2025-09-16,ATM-00022,9319304,1610777,0,7708527,False,0,22,4
2025-09-17,ATM-00022,7708527,1546542,0,6161985,False,0,38,3
2025-09-18,ATM-00022,6161985,2532543,0,3629442,False,0,63,1
2025-09-19,ATM-00022,3629442,2008030,0,9306850,True,7685437,6,4
2025-09-20,ATM-00022,9306850,1317752,0,7989098,False,0,20,6
2025-09-21,ATM-00022,7989098,2552127,0,5436971,False,0,45,2
2025-09-22,ATM-00022,5436971,2902573,0,2534398,False,0,74,0
2025-09-23,ATM-00022,2534398,1802904,0,9198303,True,8466809,8,5
2025-09-24,ATM-00022,9198303,2797512,0,6400791,False,0,35,2
2025-09-25,ATM-00022,6400791,1768773,0,4632018,False,0,53,2
2025-09-26,ATM-00022,4632018,900579,0,3731439,False,0,62,4
2025-09-27,ATM-00022,3731439,2875439,0,9034641,True,8178640,9,3
2025-09-28,ATM-00022,9034641,1511051,0,7523590,False,0,24,4
2025-09-29,ATM-00022,7523590,2603258,0,4920332,False,0,50,1
2025-09-30,ATM-00022,4920332,2678455,0,2241877,False,0,77,0
2025-10-01,ATM-00022,2241877,1256977,0,9259269,True,8274368,7,7
2025-10-02,ATM-00022,9259269,956792,0,8302477,False,0,16,8
2025-10-03,ATM-00022,8302477,1019634,0,7282843,False,0,27,7
2025-10-04,ATM-00022,7282843,2383617,0,4899226,False,0,51,2
2025-10-05,ATM-00022,4899226,1748592,0,3150634,False,0,68,1
2025-10-06,ATM-00022,3150634,2589558,0,9247632,True,8686556,7,3
2025-10-07,ATM-00022,9247632,1575650,0,7671982,False,0,23,4
2025-10-08,ATM-00022,7671982,2548810,0,5123172,False,0,48,2
2025-10-09,ATM-00022,5123172,877826,0,4245346,False,0,57,4
2025-10-10,ATM-00022,4245346,1126016,0,3119330,False,0,68,2
2025-10-11,ATM-00022,3119330,2318473,0,9045168,True,8244310,9,3
2025-10-12,ATM-00022,9045168,1131253,0,7913915,False,0,20,6
2025-10-13,ATM-00022,7913915,2143747,0,5770168,False,0,42,2
2025-10-14,ATM-00022,5770168,895503,0,4874665,False,0,51,5
2025-10-15,ATM-00022,4874665,1699532,0,3175133,False,0,68,1
2025-10-16,ATM-00022,3175133,2320469,0,9189613,True,8334949,8,3
2025-10-17,ATM-00022,9189613,2966531,0,6223082,False,0,37,2
2025-10-18,ATM-00022,6223082,2025353,0,4197729,False,0,58,2
2025-10-19,ATM-00022,4197729,2453139,0,9298769,True,7554178,7,3
2025-10-20,ATM-00022,9298769,1384670,0,7914099,False,0,20,5
2025-10-21,ATM-00022,7914099,1733316,0,6180783,False,0,38,3
2025-10-22,ATM-00022,6180783,2827667,0,3353116,False,0,66,1
2025-10-23,ATM-00022,3353116,1714097,0,9380725,True,7741705,6,5
2025-10-24,ATM-00022,9380725,1086780,0,8293945,False,0,17,7
2025-10-25,ATM-00022,8293945,1168695,0,7125250,False,0,28,6
2025-10-26,ATM-00022,7125250,2301317,0,4823933,False,0,51,2
2025-10-27,ATM-00022,4823933,1611460,0,3212473,False,0,67,1
2025-10-28,ATM-00022,3212473,2664532,0,8866306,True,8318364,11,3
2025-10-29,ATM-00022,8866306,1051269,0,7815037,False,0,21,7
2025-05-03,ATM-00023,4500000,2710828,0,1789172,False,0,64,0
2025-05-04,ATM-00023,1789172,1702760,0,4457592,True,4371180,10,2
2025-05-05,ATM-00023,4457592,1386254,0,3071338,False,0,38,2
2025-05-06,ATM-00023,3071338,924008,0,2147330,False,0,57,2
2025-05-07,ATM-00023,2147330,2520868,0,4417910,True,4791448,11,1
2025-05-08,ATM-00023,4417910,1786410,0,2631500,False,0,47,1
2025-05-09,ATM-00023,2631500,2579429,0,4359315,True,4307243,12,1
2025-05-10,ATM-00023,4359315,2579264,0,1780051,False,0,64,0
2025-05-11,ATM-00023,1780051,2269849,0,4439877,True,4929674,11,1
2025-05-12,ATM-00023,4439877,1342089,0,3097788,False,0,38,2
2025-05-13,ATM-00023,3097788,1945880,0,1151908,False,0,76,0
2025-05-14,ATM-00023,1151908,1320129,0,4302107,True,4470327,13,3
2025-05-15,ATM-00023,4302107,1780144,0,2521963,False,0,49,1
2025-05-16,ATM-00023,2521963,1357771,0,1164192,False,0,76,0
2025-05-17,ATM-00023,1164192,2577329,0,4297360,True,5710496,14,1
2025-05-18,ATM-00023,4297360,1650201,0,2647159,False,0,47,1
2025-05-19,ATM-00023,2647159,2079054,0,4436954,True,3868849,11,2
2025-05-20,ATM-00023,4436954,2114280,0,2322674,False,0,53,1
2025-05-21,ATM-00023,2322674,1567967,0,4715708,True,3961001,5,3
2025-05-22,ATM-00023,4715708,2443424,0,2272284,False,0,54,0
2025-05-23,ATM-00023,2272284,943801,0,1328483,False,0,73,1
2025-05-24,ATM-00023,1328483,1978583,0,4391536,True,5041636,12,2
2025-05-25,ATM-00023,4391536,2608971,0,1782565,False,0,64,0
2025-05-26,ATM-00023,1782565,1374210,0,4441125,True,4032770,11,3
2025-05-27,ATM-00023,4441125,915947,0,3525178,False,0,29,3
2025-05-28,ATM-00023,3525178,999406,0,2525772,False,0,49,2
2025-05-29,ATM-00023,2525772,1335007,0,1190765,False,0,76,0
2025-05-30,ATM-00023,1190765,1635204,0,4269284,True,4713722,14,2
2025-05-31,ATM-00023,4269284,1076570,0,3192714,False,0,36,2
2025-06-01,ATM-00023,3192714,1334491,0,1858223,False,0,62,1
2025-06-02,ATM-00023,1858223,2613247,0,4394196,True,5149220,12,1
2025-06-03,ATM-00023,4394196,1096010,0,3298186,False,0,34,3
2025-06-04,ATM-00023,3298186,1454494,0,1843692,False,0,63,1
2025-06-05,ATM-00023,1843692,2699814,0,4479049,True,5335170,10,1
2025-06-06,ATM-00023,4479049,1022530,0,3456519,False,0,30,3
2025-06-07,ATM-00023,3456519,2224233,0,1232286,False,0,75,0
2025-06-08,ATM-00023,1232286,2883472,0,4667274,True,6318460,6,1
2025-06-09,ATM-00023,4667274,1124410,0,3542864,False,0,29,3
2025-06-10,ATM-00023,3542864,1021733,0,2521131,False,0,49,2
2025-06-11,ATM-00023,2521131,1343605,0,1177526,False,0,76,0
2025-06-12,ATM-00023,1177526,1607781,0,4298983,True,4729237,14,2
2025-06-13,ATM-00023,4298983,2956845,0,1342138,False,0,73,0
2025-06-14,ATM-00023,1342138,2078961,0,4313870,True,5050692,13,2
2025-06-15,ATM-00023,4313870,2614304,0,1699566,False,0,66,0
2025-06-16,ATM-00023,1699566,2340139,0,4479612,True,5120185,10,1
2025-06-17,ATM-00023,4479612,2773270,0,1706342,False,0,65,0
2025-06-18,ATM-00023,1706342,963793,0,4322652,True,3580103,13,4
2025-06-19,ATM-00023,4322652,1181017,0,3141635,False,0,37,2
2025-06-20,ATM-00023,3141635,1973100,0,1168535,False,0,76,0
2025-06-21,ATM-00023,1168535,2425275,0,4466099,True,5722838,10,1
2025-06-22,ATM-00023,4466099,1369776,0,3096323,False,0,38,2
2025-06-23,ATM-00023,3096323,2076503,0,1019820,False,0,79,0
2025-06-24,ATM-00023,1019820,2073790,0,4436913,True,5490883,11,2
2025-06-25,ATM-00023,4436913,2203545,0,2233368,False,0,55,1
2025-06-26,ATM-00023,2233368,1379840,0,4505018,True,3651489,9,3
2025-06-27,ATM-00023,4505018,1428813,0,3076205,False,0,38,2
2025-06-28,ATM-00023,3076205,1740333,0,1335872,False,0,73,0
2025-06-29,ATM-00023,1335872,1515579,0,4512100,True,4691807,9,2
2025-06-30,ATM-00023,4512100,1847710,0,2664390,False,0,46,1
2025-07-01,ATM-00023,2664390,1845138,0,4700779,True,3881527,5,2
2025-07-02,ATM-00023,4700779,1525975,0,3174804,False,0,36,2
2025-07-03,ATM-00023,3174804,1467904,0,1706900,False,0,65,1
2025-07-04,ATM-00023,1706900,2350880,0,4422095,True,5066075,11,1
2025-07-05,ATM-00023,4422095,1907012,0,2515083,False,0,49,1
2025-07-06,ATM-00023,2515083,2609360,0,4738315,True,4832591,5,1
2025-07-07,ATM-00023,4738315,1087065,0,3651250,False,0,26,3
2025-07-08,ATM-00023,3651250,1778266,0,1872984,False,0,62,1
2025-07-09,ATM-00023,1872984,1757910,0,4302086,True,4187012,13,2
2025-07-10,ATM-00023,4302086,1487598,0,2814488,False,0,43,1
2025-07-11,ATM-00023,2814488,1211545,0,1602943,False,0,67,1
2025-07-12,ATM-00023,1602943,2634354,0,4252532,True,5283943,14,1
2025-07-13,ATM-00023,4252532,1094977,0,3157555,False,0,36,2
2025-07-14,ATM-00023,3157555,2385867,0,4518910,True,3747221,9,1
2025-07-15,ATM-00023,4518910,1913217,0,2605693,False,0,47,1
2025-07-16,ATM-00023,2605693,2309129,0,4405555,True,4108991,11,1
2025-07-17,ATM-00023,4405555,2574256,0,1831299,False,0,63,0
2025-07-18,ATM-00023,1831299,1416486,0,4360804,True,3945990,12,3
2025-07-19,ATM-00023,4360804,1638550,0,2722254,False,0,45,1
2025-07-20,ATM-00023,2722254,2390438,0,4326313,True,3994496,13,1
2025-07-21,ATM-00023,4326313,2319460,0,2006853,False,0,59,0
2025-07-22,ATM-00023,2006853,2517580,0,4305677,True,4816404,13,1
2025-07-23,ATM-00023,4305677,1912891,0,2392786,False,0,52,1
2025-07-24,ATM-00023,2392786,2001306,0,4578842,True,4187362,8,2
2025-07-25,ATM-00023,4578842,2707164,0,1871678,False,0,62,0
2025-07-26,ATM-00023,1871678,1388979,0,4546175,True,4063475,9,3
2025-07-27,ATM-00023,4546175,1523452,0,3022723,False,0,39,1
2025-07-28,ATM-00023,3022723,1321840,0,1700883,False,0,65,1
2025-07-29,ATM-00023,1700883,818856,0,4562987,True,3680960,8,5
2025-07-30,ATM-00023,4562987,1412213,0,3150774,False,0,36,2
2025-07-31,ATM-00023,3150774,1622128,0,1528646,False,0,69,0
2025-08-01,ATM-00023,1528646,2163155,0,4659035,True,5293543,6,2
2025-08-02,ATM-00023,4659035,1269509,0,3389526,False,0,32,2
2025-08-03,ATM-00023,3389526,1951693,0,1437833,False,0,71,0
2025-08-04,ATM-00023,1437833,2316226,0,4457812,True,5336204,10,1
2025-08-05,ATM-00023,4457812,2167534,0,2290278,False,0,54,1
2025-08-06,ATM-00023,2290278,2410666,0,4263790,True,4384178,14,1
2025-08-07,ATM-00023,4263790,1031531,0,3232259,False,0,35,3
2025-08-08,ATM-00023,3232259,2626300,0,4313619,True,3707660,13,1
2025-08-09,ATM-00023,4313619,1259783,0,3053836,False,0,38,2
2025-08-10,ATM-00023,3053836,1743593,0,1310243,False,0,73,0
2025-08-11,ATM-00023,1310243,1958173,0,4371220,True,5019149,12,2
2025-08-12,ATM-00023,4371220,1953312,0,2417908,False,0,51,1
2025-08-13,ATM-00023,2417908,2863552,0,4691120,True,5136763,6,1
2025-08-14,ATM-00023,4691120,2279662,0,2411458,False,0,51,1
2025-08-15,ATM-00023,2411458,2559993,0,4418930,True,4567465,11,1
2025-08-16,ATM-00023,4418930,1586405,0,2832525,False,0,43,1
2025-08-17,ATM-00023,2832525,2333129,0,4434832,True,3935436,11,1
2025-08-18,ATM-00023,4434832,1799342,0,2635490,False,0,47,1
2025-08-19,ATM-00023,2635490,2090065,0,4372049,True,3826624,12,2
2025-08-20,ATM-00023,4372049,2305072,0,2066977,False,0,58,0
2025-08-21,ATM-00023,2066977,2978943,0,4406143,True,5318108,11,1
2025-08-22,ATM-00023,4406143,2129936,0,2276207,False,0,54,1
2025-08-23,ATM-00023,2276207,1631418,0,4439031,True,3794241,11,2
2025-08-24,ATM-00023,4439031,1676318,0,2762713,False,0,44,1
2025-08-25,ATM-00023,2762713,2723931,0,4462775,True,4423992,10,1
2025-08-26,ATM-00023,4462775,2045988,0,2416787,False,0,51,1
2025-08-27,ATM-00023,2416787,2078208,0,4588010,True,4249431,8,2
2025-08-28,ATM-00023,4588010,2998931,0,1589079,False,0,68,0
2025-08-29,ATM-00023,1589079,1999067,0,4373600,True,4783588,12,2
2025-08-30,ATM-00023,4373600,1370966,0,3002634,False,0,39,2
2025-08-31,ATM-00023,3002634,1776215,0,1226419,False,0,75,0
2025-09-01,ATM-00023,1226419,1537743,0,4577370,True,4888694,8,2
2025-09-02,ATM-00023,4577370,2576768,0,2000602,False,0,59,0
2025-09-03,ATM-00023,2000602,2304165,0,4487937,True,4791500,10,1
2025-09-04,ATM-00023,4487937,949250,0,3538687,False,0,29,3
2025-09-05,ATM-00023,3538687,1668143,0,1870544,False,0,62,1
2025-09-06,ATM-00023,1870544,1841045,0,4519285,True,4489785,9,2
2025-09-07,ATM-00023,4519285,1218369,0,3300916,False,0,33,2
2025-09-08,ATM-00023,3300916,955970,0,2344946,False,0,53,2
2025-09-09,ATM-00023,2344946,2212379,0,4542607,True,4410039,9,2
2025-09-10,ATM-00023,4542607,1867693,0,2674914,False,0,46,1
2025-09-11,ATM-00023,2674914,1095330,0,1579584,False,0,68,1
2025-09-12,ATM-00023,1579584,2405399,0,4678211,True,5504026,6,1
2025-09-13,ATM-00023,4678211,1647378,0,3030833,False,0,39,1
2025-09-14,ATM-00023,3030833,1924654,0,1106179,False,0,77,0
2025-09-15,ATM-00023,1106179,1078045,0,4728132,True,4699998,5,4
2025-09-16,ATM-00023,4728132,2422112,0,2306020,False,0,53,0
2025-09-17,ATM-00023,2306020,2884095,0,4683844,True,5261919,6,1
2025-09-18,ATM-00023,4683844,2290574,0,2393270,False,0,52,1
2025-09-19,ATM-00023,2393270,2964839,0,4332377,True,4903945,13,1
2025-09-20,ATM-00023,4332377,1316686,0,3015691,False,0,39,2
2025-09-21,ATM-00023,3015691,1925210,0,1090481,False,0,78,0
2025-09-22,ATM-00023,1090481,1336909,0,4318703,True,4565131,13,3
2025-09-23,ATM-00023,4318703,2999321,0,1319382,False,0,73,0
2025-09-24,ATM-00023,1319382,2556565,0,4425733,True,5662915,11,1
2025-09-25,ATM-00023,4425733,2186970,0,2238763,False,0,55,1
2025-09-26,ATM-00023,2238763,2214113,0,4534171,True,4509521,9,2
2025-09-27,ATM-00023,4534171,2272768,0,2261403,False,0,54,0
2025-09-28,ATM-00023,2261403,1701865,0,4546586,True,3987047,9,2
2025-09-29,ATM-00023,4546586,2595706,0,1950880,False,0,60,0
2025-09-30,ATM-00023,1950880,1538399,0,4410779,True,3998298,11,2
2025-10-01,ATM-00023,4410779,1022735,0,3388044,False,0,32,3
2025-10-02,ATM-00023,3388044,2076528,0,1311516,False,0,73,0
2025-10-03,ATM-00023,1311516,1550264,0,4280300,True,4519047,14,2
2025-10-04,ATM-00023,4280300,2612267,0,1668033,False,0,66,0
2025-10-05,ATM-00023,1668033,2200919,0,4378638,True,4911523,12,1
2025-10-06,ATM-00023,4378638,1765242,0,2613396,False,0,47,1
2025-10-07,ATM-00023,2613396,1369848,0,1243548,False,0,75,0
2025-10-08,ATM-00023,1243548,1817366,0,4653840,True,5227658,6,2
2025-10-09,ATM-00023,4653840,1898661,0,2755179,False,0,44,1
2025-10-10,ATM-00023,2755179,2850961,0,4357866,True,4453647,12,1
2025-10-11,ATM-00023,4357866,2747013,0,1610853,False,0,67,0
2025-10-12,ATM-00023,1610853,1445221,0,4508957,True,4343325,9,3
2025-10-13,ATM-00023,4508957,1642393,0,2866564,False,0,42,1
2025-10-14,ATM-00023,2866564,2883250,0,4342393,True,4359079,13,1
2025-10-15,ATM-00023,4342393,2547622,0,1794771,False,0,64,0
2025-10-16,ATM-00023,1794771,869051,0,4656534,True,3730813,6,5
2025-10-17,ATM-00023,4656534,1177698,0,3478836,False,0,30,2
2025-10-18,ATM-00023,3478836,2046709,0,1432127,False,0,71,0
2025-10-19,ATM-00023,1432127,1212523,0,4299371,True,4079767,14,3
2025-10-20,ATM-00023,4299371,1315597,0,2983774,False,0,40,2
2025-10-21,ATM-00023,2983774,2833197,0,4511056,True,4360478,9,1
2025-10-22,ATM-00023,4511056,1075394,0,3435662,False,0,31,3
2025-10-23,ATM-00023,3435662,1884860,0,1550802,False,0,68,0
2025-10-24,ATM-00023,1550802,1771242,0,4439717,True,4660156,11,2
2025-10-25,ATM-00023,4439717,814298,0,3625419,False,0,27,4
2025-10-26,ATM-00023,3625419,2712829,0,4572943,True,3660353,8,1
2025-10-27,ATM-00023,4572943,1775377,0,2797566,False,0,44,1
2025-10-28,ATM-00023,2797566,2017525,0,4351954,True,3571912,12,2
2025-10-29,ATM-00023,4351954,1295297,0,3056657,False,0,38,2
2025-05-03,ATM-00024,6300000,1547503,0,4752497,False,0,32,3
2025-05-04,ATM-00024,4752497,1058686,0,3693811,False,0,47,3
2025-05-05,ATM-00024,3693811,1758544,0,1935267,False,0,72,1
2025-05-06,ATM-00024,1935267,1590668,0,6646472,True,6301873,5,4
2025-05-07,ATM-00024,6646472,2120803,0,4525669,False,0,35,2
2025-05-08,ATM-00024,4525669,2618628,0,1907041,False,0,72,0
2025-05-09,ATM-00024,1907041,1618424,0,6360284,True,6071667,9,3
2025-05-10,ATM-00024,6360284,1127661,0,5232623,False,0,25,4
2025-05-11,ATM-00024,5232623,1308635,0,3923988,False,0,43,2
2025-05-12,ATM-00024,3923988,1886336,0,2037652,False,0,70,1
2025-05-13,ATM-00024,2037652,2216879,0,6595148,True,6774374,5,2
2025-05-14,ATM-00024,6595148,2111631,0,4483517,False,0,35,2
2025-05-15,ATM-00024,4483517,1627337,0,2856180,False,0,59,1
2025-05-16,ATM-00024,2856180,1944182,0,6211489,True,5299491,11,3
2025-05-17,ATM-00024,6211489,890528,0,5320961,False,0,23,5
2025-05-18,ATM-00024,5320961,2127146,0,3193815,False,0,54,1
2025-05-19,ATM-00024,3193815,1093796,0,2100019,False,0,69,1
2025-05-20,ATM-00024,2100019,2703062,0,6247737,True,6850780,10,2
2025-05-21,ATM-00024,6247737,2114971,0,4132766,False,0,40,1
2025-05-22,ATM-00024,4132766,1901236,0,2231530,False,0,68,1
2025-05-23,ATM-00024,2231530,2146956,0,6419140,True,6334565,8,2
2025-05-24,ATM-00024,6419140,2975567,0,3443573,False,0,50,1
2025-05-25,ATM-00024,3443573,1315141,0,2128432,False,0,69,1
2025-05-26,ATM-00024,2128432,2967531,0,6448010,True,7287109,7,2
2025-05-27,ATM-00024,6448010,2477151,0,3970859,False,0,43,1
2025-05-28,ATM-00024,3970859,1711353,0,2259506,False,0,67,1
2025-05-29,ATM-00024,2259506,1911364,0,6058586,True,5710444,13,3
2025-05-30,ATM-00024,6058586,1282415,0,4776171,False,0,31,3
2025-05-31,ATM-00024,4776171,2442006,0,2334165,False,0,66,0
2025-06-01,ATM-00024,2334165,1619574,0,6309652,True,5595060,9,3
2025-06-02,ATM-00024,6309652,2626928,0,3682724,False,0,47,1
2025-06-03,ATM-00024,3682724,887838,0,2794886,False,0,60,3
2025-06-04,ATM-00024,2794886,2404839,0,6430179,True,6040131,8,2
2025-06-05,ATM-00024,6430179,1650593,0,4779586,False,0,31,2
2025-06-06,ATM-00024,4779586,1478710,0,3300876,False,0,52,2
2025-06-07,ATM-00024,3300876,1462578,0,1838298,False,0,73,1
2025-06-08,ATM-00024,1838298,1076251,0,6210128,True,5448081,11,5
2025-06-09,ATM-00024,6210128,1009332,0,5200796,False,0,25,5
2025-06-10,ATM-00024,5200796,1735139,0,3465657,False,0,50,1
2025-06-11,ATM-00024,3465657,1053477,0,2412180,False,0,65,2
2025-06-12,ATM-00024,2412180,1236239,0,6161705,True,4985764,11,4
2025-06-13,ATM-00024,6161705,1401429,0,4760276,False,0,31,3
2025-06-14,ATM-00024,4760276,2249954,0,2510322,False,0,64,1
2025-06-15,ATM-00024,2510322,2151491,0,6479846,True,6121014,7,3
2025-06-16,ATM-00024,6479846,1163491,0,5316355,False,0,24,4
2025-06-17,ATM-00024,5316355,2073032,0,3243323,False,0,53,1
2025-06-18,ATM-00024,3243323,2249498,0,6101158,True,5107332,12,2
2025-06-19,ATM-00024,6101158,2384673,0,3716485,False,0,46,1
2025-06-20,ATM-00024,3716485,1069750,0,2646735,False,0,62,2
2025-06-21,ATM-00024,2646735,2478103,0,6407246,True,6238614,8,2
2025-06-22,ATM-00024,6407246,1750838,0,4656408,False,0,33,2
2025-06-23,ATM-00024,4656408,1162242,0,3494166,False,0,50,3
2025-06-24,ATM-00024,3494166,1786786,0,1707380,False,0,75,0
2025-06-25,ATM-00024,1707380,1607360,0,6235592,True,6135572,10,3
2025-06-26,ATM-00024,6235592,1488065,0,4747527,False,0,32,3
2025-06-27,ATM-00024,4747527,2350263,0,2397264,False,0,65,1
2025-06-28,ATM-00024,2397264,1592170,0,6359014,True,5553919,9,3
2025-06-29,ATM-00024,6359014,1557155,0,4801859,False,0,31,3
2025-06-30,ATM-00024,4801859,2754869,0,2046990,False,0,70,0
2025-07-01,ATM-00024,2046990,1971890,0,6283329,True,6208229,10,3
2025-07-02,ATM-00024,6283329,2487817,0,3795512,False,0,45,1
2025-07-03,ATM-00024,3795512,1819140,0,1976372,False,0,71,1
2025-07-04,ATM-00024,1976372,1759645,0,6121717,True,5904989,12,3
2025-07-05,ATM-00024,6121717,2159330,0,3962387,False,0,43,1
2025-07-06,ATM-00024,3962387,2117287,0,1845100,False,0,73,0
2025-07-07,ATM-00024,1845100,2547560,0,6026968,True,6729427,13,2
2025-07-08,ATM-00024,6026968,1756070,0,4270898,False,0,38,2
2025-07-09,ATM-00024,4270898,2386072,0,1884826,False,0,73,0
2025-07-10,ATM-00024,1884826,813915,0,6087834,True,5016923,13,7
2025-07-11,ATM-00024,6087834,1402063,0,4685771,False,0,33,3
2025-07-12,ATM-00024,4685771,1137495,0,3548276,False,0,49,3
2025-07-13,ATM-00024,3548276,1958411,0,1589865,False,0,77,0
2025-07-14,ATM-00024,1589865,1638105,0,6310867,True,6359107,9,3
2025-07-15,ATM-00024,6310867,1930658,0,4380209,False,0,37,2
2025-07-16,ATM-00024,4380209,1974594,0,2405615,False,0,65,1
2025-07-17,ATM-00024,2405615,1109304,0,6580049,True,5283737,5,5
2025-07-18,ATM-00024,6580049,2816879,0,3763170,False,0,46,1
2025-07-19,ATM-00024,3763170,1520508,0,2242662,False,0,67,1
2025-07-20,ATM-00024,2242662,2482345,0,6312640,True,6552322,9,2
2025-07-21,ATM-00024,6312640,2605533,0,3707107,False,0,47,1
2025-07-22,ATM-00024,3707107,800741,0,2906366,False,0,58,3
2025-07-23,ATM-00024,2906366,2771865,0,6356409,True,6221908,9,2
2025-07-24,ATM-00024,6356409,2394160,0,3962249,False,0,43,1
2025-07-25,ATM-00024,3962249,1820949,0,2141300,False,0,69,1
2025-07-26,ATM-00024,2141300,2324419,0,6279844,True,6462962,10,2
2025-07-27,ATM-00024,6279844,2846694,0,3433150,False,0,50,1
2025-07-28,ATM-00024,3433150,2349153,0,6481422,True,5397424,7,2
2025-07-29,ATM-00024,6481422,2879315,0,3602107,False,0,48,1
2025-07-30,ATM-00024,3602107,1890205,0,1711902,False,0,75,0
2025-07-31,ATM-00024,1711902,1244469,0,6481004,True,6013570,7,5
2025-08-01,ATM-00024,6481004,2476404,0,4004600,False,0,42,1
2025-08-02,ATM-00024,4004600,1372036,0,2632564,False,0,62,1
2025-08-03,ATM-00024,2632564,2921764,0,5954818,True,6244017,14,2
2025-08-04,ATM-00024,5954818,1070868,0,4883950,False,0,30,4
2025-08-05,ATM-00024,4883950,1030469,0,3853481,False,0,44,3
2025-08-06,ATM-00024,3853481,1286477,0,2567004,False,0,63,1
2025-08-07,ATM-00024,2567004,1854816,0,6554110,True,5841922,6,3
2025-08-08,ATM-00024,6554110,1344323,0,5209787,False,0,25,3
2025-08-09,ATM-00024,5209787,1547681,0,3662106,False,0,47,2
2025-08-10,ATM-00024,3662106,1136332,0,2525774,False,0,63,2
2025-08-11,ATM-00024,2525774,2418956,0,6563264,True,6456445,6,2
2025-08-12,ATM-00024,6563264,862947,0,5700317,False,0,18,6
