event_id,atm_id,issue_type,error_code,description,severity,reported_at,resolved_at,resolution_time_minutes,engineer_id,parts_replaced,cost_naira,preventive
MAINT-1748415491-3169,ATM-00099,network,D1500,Connection timeout,high,2025-05-28T07:58:11.156876,2025-05-28T09:50:11.156876,112,ENG-006,[],34926,True
MAINT-1748415491-6717,ATM-00100,cash_dispenser,20001,Unable to load cassette,medium,2025-05-28T07:58:11.156876,2025-05-28T08:37:11.156876,39,ENG-009,"[""Receipt printer""]",45488,True
MAINT-1748329091-7114,ATM-00003,cash_dispenser,20001,Unable to load cassette,medium,2025-05-27T07:58:11.156876,2025-05-27T08:38:11.156876,40,ENG-026,"[""Card reader""]",110841,True
MAINT-1748329091-1697,ATM-00005,network,D1500,Connection timeout,high,2025-05-27T07:58:11.156876,2025-05-27T09:46:11.156876,108,ENG-008,[],242571,False
MAINT-1748329091-8412,ATM-00006,printer,20013,Receipt paper empty,medium,2025-05-27T07:58:11.156876,2025-05-27T08:26:11.156876,28,ENG-011,[],26713,True
MAINT-1748329091-6483,ATM-00015,card_reader,90001,Card reader malfunction,high,2025-05-27T07:58:11.156876,2025-05-27T09:11:11.156876,73,ENG-009,[],161892,False
MAINT-1748329091-6797,ATM-00020,cash_dispenser,C0047,Cassette misfeed,high,2025-05-27T07:58:11.156876,2025-05-27T09:02:11.156876,64,ENG-028,"[""Card reader""]",240012,False
MAINT-1748329091-6929,ATM-00020,printer,20014,Printer jam,medium,2025-05-27T07:58:11.156876,2025-05-27T08:47:11.156876,49,ENG-028,"[""Card reader""]",148048,False
MAINT-1748329091-3738,ATM-00023,cash_dispenser,20001,Unable to load cassette,medium,2025-05-27T07:58:11.156876,2025-05-27T08:51:11.156876,53,ENG-018,[],97892,True
MAINT-1748329091-9557,ATM-00033,cash_dispenser,C0047,Cassette misfeed,high,2025-05-27T07:58:11.156876,2025-05-27T08:41:11.156876,43,ENG-026,[],173068,False
MAINT-1748329091-8763,ATM-00034,cash_dispenser,C0047,Cassette misfeed,high,2025-05-27T07:58:11.156876,2025-05-27T08:50:11.156876,52,ENG-006,"[""Cash cassette""]",150118,False
MAINT-1748329091-5990,ATM-00042,cash_dispenser,20001,Unable to load cassette,medium,2025-05-27T07:58:11.156876,2025-05-27T08:19:11.156876,21,ENG-026,"[""Receipt printer""]",143624,True
MAINT-1748329091-8888,ATM-00043,printer,20014,Printer jam,medium,2025-05-27T07:58:11.156876,2025-05-27T08:26:11.156876,28,ENG-023,[],30955,False
MAINT-1748329091-4347,ATM-00043,printer,20014,Printer jam,medium,2025-05-27T07:58:11.156876,2025-05-27T08:23:11.156876,25,ENG-004,"[""Card reader""]",131343,False
MAINT-1748329091-2740,ATM-00043,cash_dispenser,20001,Unable to load cassette,medium,2025-05-27T07:58:11.156876,2025-05-27T08:55:11.156876,57,ENG-016,"[""Receipt printer""]",99845,True
MAINT-1748329091-3105,ATM-00049,cash_dispenser,20001,Unable to load cassette,medium,2025-05-27T07:58:11.156876,2025-05-27T08:37:11.156876,39,ENG-011,"[""Cash cassette""]",119827,True
MAINT-1748329091-3534,ATM-00055,cash_dispenser,20002,Low cash warning,low,2025-05-27T07:58:11.156876,2025-05-27T10:26:11.156876,148,ENG-020,[],61380,True
MAINT-1748329091-1385,ATM-00060,card_reader,90001,Card reader malfunction,high,2025-05-27T07:58:11.156876,2025-05-27T08:55:11.156876,57,ENG-001,[],46739,False
MAINT-1748329091-5512,ATM-00071,cash_dispenser,C0047,Cassette misfeed,high,2025-05-27T07:58:11.156876,2025-05-27T08:55:11.156876,57,ENG-010,"[""Cash cassette""]",133420,False
MAINT-1748329091-8433,ATM-00074,network,D1500,Connection timeout,high,2025-05-27T07:58:11.156876,2025-05-27T09:27:11.156876,89,ENG-004,[],65005,False
MAINT-1748329091-6303,ATM-00089,network,D1500,Connection timeout,high,2025-05-27T07:58:11.156876,2025-05-27T09:21:11.156876,83,ENG-015,[],176675,False
MAINT-1748242691-6869,ATM-00007,network,D1500,Connection timeout,high,2025-05-26T07:58:11.156876,2025-05-26T09:42:11.156876,104,ENG-028,[],155096,False
MAINT-1748242691-9914,ATM-00010,cash_dispenser,20002,Low cash warning,low,2025-05-26T07:58:11.156876,2025-05-26T10:24:11.156876,146,ENG-013,[],247126,False
MAINT-1748242691-9290,ATM-00018,cash_dispenser,20001,Unable to load cassette,medium,2025-05-26T07:58:11.156876,2025-05-26T08:41:11.156876,43,ENG-001,"[""Card reader""]",55390,False
MAINT-1748242691-4552,ATM-00020,printer,20014,Printer jam,medium,2025-05-26T07:58:11.156876,2025-05-26T08:11:11.156876,13,ENG-020,"[""Card reader""]",46451,False
MAINT-1748242691-5654,ATM-00026,cash_dispenser,20002,Low cash warning,low,2025-05-26T07:58:11.156876,2025-05-26T09:56:11.156876,118,ENG-006,"[""Card reader""]",148362,True
MAINT-1748242691-6452,ATM-00033,printer,20013,Receipt paper empty,medium,2025-05-26T07:58:11.156876,2025-05-26T08:42:11.156876,44,ENG-028,[],165987,True
MAINT-1748242691-1940,ATM-00034,cash_dispenser,20001,Unable to load cassette,medium,2025-05-26T07:58:11.156876,2025-05-26T08:23:11.156876,25,ENG-003,"[""Card reader""]",144197,True
MAINT-1748242691-8632,ATM-00038,card_reader,90001,Card reader malfunction,high,2025-05-26T07:58:11.156876,2025-05-26T09:05:11.156876,67,ENG-015,"[""Receipt printer""]",43604,False
MAINT-1748242691-6460,ATM-00047,printer,20013,Receipt paper empty,medium,2025-05-26T07:58:11.156876,2025-05-26T08:43:11.156876,45,ENG-030,[],215805,False
MAINT-1748242691-5268,ATM-00055,printer,20013,Receipt paper empty,medium,2025-05-26T07:58:11.156876,2025-05-26T08:09:11.156876,11,ENG-013,[],107065,True
MAINT-1748242691-1854,ATM-00062,network,D1500,Connection timeout,high,2025-05-26T07:58:11.156876,2025-05-26T09:52:11.156876,114,ENG-019,"[""Card reader""]",61122,False
MAINT-1748242691-3890,ATM-00065,cash_dispenser,20002,Low cash warning,low,2025-05-26T07:58:11.156876,2025-05-26T10:05:11.156876,127,ENG-013,"[""Card reader""]",80608,True
MAINT-1748242691-6460,ATM-00065,printer,20013,Receipt paper empty,medium,2025-05-26T07:58:11.156876,2025-05-26T08:40:11.156876,42,ENG-009,"[""Cash cassette""]",33021,False
MAINT-1748242691-4878,ATM-00066,cash_dispenser,20001,Unable to load cassette,medium,2025-05-26T07:58:11.156876,2025-05-26T08:34:11.156876,36,ENG-020,[],226134,False
MAINT-1748242691-9785,ATM-00071,card_reader,90001,Card reader malfunction,high,2025-05-26T07:58:11.156876,2025-05-26T09:14:11.156876,76,ENG-027,[],179696,False
MAINT-1748242691-3652,ATM-00075,network,D1500,Connection timeout,high,2025-05-26T07:58:11.156876,2025-05-26T09:44:11.156876,106,ENG-014,"[""Card reader""]",18441,False
MAINT-1748242691-9247,ATM-00077,cash_dispenser,C0047,Cassette misfeed,high,2025-05-26T07:58:11.156876,2025-05-26T08:51:11.156876,53,ENG-027,"[""Card reader""]",223897,False
MAINT-1748242691-5601,ATM-00084,printer,20013,Receipt paper empty,medium,2025-05-26T07:58:11.156876,2025-05-26T08:33:11.156876,35,ENG-011,[],110092,True
MAINT-1748156291-2923,ATM-00007,network,D1500,Connection timeout,high,2025-05-25T07:58:11.156876,2025-05-25T09:41:11.156876,103,ENG-025,"[""Cash cassette""]",227520,True
MAINT-1748156291-2900,ATM-00008,cash_dispenser,20001,Unable to load cassette,medium,2025-05-25T07:58:11.156876,2025-05-25T08:40:11.156876,42,ENG-015,"[""Cash cassette""]",96078,False
MAINT-1748156291-7510,ATM-00010,cash_dispenser,C0047,Cassette misfeed,high,2025-05-25T07:58:11.156876,2025-05-25T08:52:11.156876,54,ENG-018,[],87404,False
MAINT-1748156291-1889,ATM-00013,cash_dispenser,C0047,Cassette misfeed,high,2025-05-25T07:58:11.156876,2025-05-25T08:32:11.156876,34,ENG-006,"[""Card reader""]",33465,False
MAINT-1748156291-8170,ATM-00013,printer,20014,Printer jam,medium,2025-05-25T07:58:11.156876,2025-05-25T08:26:11.156876,28,ENG-013,[],188204,False
MAINT-1748156291-3213,ATM-00026,cash_dispenser,20002,Low cash warning,low,2025-05-25T07:58:11.156876,2025-05-25T09:51:11.156876,113,ENG-001,[],228901,False
MAINT-1748156291-8911,ATM-00026,card_reader,90001,Card reader malfunction,high,2025-05-25T07:58:11.156876,2025-05-25T09:25:11.156876,87,ENG-005,[],55976,False
MAINT-1748156291-7711,ATM-00028,cash_dispenser,20002,Low cash warning,low,2025-05-25T07:58:11.156876,2025-05-25T10:22:11.156876,144,ENG-013,[],118650,False
MAINT-1748156291-6642,ATM-00033,printer,20013,Receipt paper empty,medium,2025-05-25T07:58:11.156876,2025-05-25T08:04:11.156876,6,ENG-027,[],211275,False
MAINT-1748156291-2541,ATM-00037,printer,20014,Printer jam,medium,2025-05-25T07:58:11.156876,2025-05-25T08:39:11.156876,41,ENG-015,[],92491,False
MAINT-1748156291-1269,ATM-00039,cash_dispenser,C0047,Cassette misfeed,high,2025-05-25T07:58:11.156876,2025-05-25T09:09:11.156876,71,ENG-020,"[""Cash cassette""]",145129,True
MAINT-1748156291-5131,ATM-00060,printer,20013,Receipt paper empty,medium,2025-05-25T07:58:11.156876,2025-05-25T08:28:11.156876,30,ENG-018,[],79327,True
MAINT-1748156291-3658,ATM-00065,printer,20014,Printer jam,medium,2025-05-25T07:58:11.156876,2025-05-25T08:12:11.156876,14,ENG-005,[],151861,True
MAINT-1748156291-9452,ATM-00067,cash_dispenser,20002,Low cash warning,low,2025-05-25T07:58:11.156876,2025-05-25T10:06:11.156876,128,ENG-009,"[""Receipt printer""]",114017,False
MAINT-1748156291-7328,ATM-00069,printer,20014,Printer jam,medium,2025-05-25T07:58:11.156876,2025-05-25T08:09:11.156876,11,ENG-005,"[""Cash cassette""]",98985,True
MAINT-1748156291-6997,ATM-00072,cash_dispenser,20001,Unable to load cassette,medium,2025-05-25T07:58:11.156876,2025-05-25T08:38:11.156876,40,ENG-001,"[""Card reader""]",132252,True
MAINT-1748156291-9432,ATM-00079,printer,20013,Receipt paper empty,medium,2025-05-25T07:58:11.156876,2025-05-25T08:37:11.156876,39,ENG-030,[],139291,False
MAINT-1748156291-6734,ATM-00084,printer,20013,Receipt paper empty,medium,2025-05-25T07:58:11.156876,2025-05-25T08:30:11.156876,32,ENG-002,"[""Cash cassette""]",27833,False
MAINT-1748156291-6129,ATM-00091,cash_dispenser,20002,Low cash warning,low,2025-05-25T07:58:11.156876,2025-05-25T10:23:11.156876,145,ENG-024,"[""Cash cassette""]",212799,True
MAINT-1748156291-4285,ATM-00095,cash_dispenser,C0047,Cassette misfeed,high,2025-05-25T07:58:11.156876,2025-05-25T08:39:11.156876,41,ENG-029,[],207677,True
MAINT-1748156291-1899,ATM-00096,cash_dispenser,20001,Unable to load cassette,medium,2025-05-25T07:58:11.156876,2025-05-25T08:33:11.156876,35,ENG-024,[],121580,True
MAINT-1748156291-7107,ATM-00100,card_reader,90001,Card reader malfunction,high,2025-05-25T07:58:11.156876,2025-05-25T09:16:11.156876,78,ENG-027,"[""Card reader""]",164750,False
MAINT-1748069891-3711,ATM-00007,cash_dispenser,20002,Low cash warning,low,2025-05-24T07:58:11.156876,2025-05-24T10:06:11.156876,128,ENG-002,[],95087,True
MAINT-1748069891-5240,ATM-00009,card_reader,90001,Card reader malfunction,high,2025-05-24T07:58:11.156876,2025-05-24T09:20:11.156876,82,ENG-030,"[""Cash cassette""]",31900,False
MAINT-1748069891-3742,ATM-00013,printer,20014,Printer jam,medium,2025-05-24T07:58:11.156876,2025-05-24T08:14:11.156876,16,ENG-025,"[""Cash cassette""]",179346,False
MAINT-1748069891-3525,ATM-00019,cash_dispenser,20002,Low cash warning,low,2025-05-24T07:58:11.156876,2025-05-24T09:52:11.156876,114,ENG-027,"[""Receipt printer""]",216947,False
MAINT-1748069891-2073,ATM-00024,printer,20014,Printer jam,medium,2025-05-24T07:58:11.156876,2025-05-24T08:52:11.156876,54,ENG-028,[],103498,False
MAINT-1748069891-8682,ATM-00025,printer,20013,Receipt paper empty,medium,2025-05-24T07:58:11.156876,2025-05-24T07:58:11.156876,0,ENG-005,"[""Card reader""]",119216,False
MAINT-1748069891-9805,ATM-00027,cash_dispenser,20002,Low cash warning,low,2025-05-24T07:58:11.156876,2025-05-24T09:45:11.156876,107,ENG-011,[],203450,True
MAINT-1748069891-9015,ATM-00034,cash_dispenser,C0047,Cassette misfeed,high,2025-05-24T07:58:11.156876,2025-05-24T08:35:11.156876,37,ENG-021,"[""Card reader""]",73965,False
MAINT-1748069891-1142,ATM-00057,cash_dispenser,C0047,Cassette misfeed,high,2025-05-24T07:58:11.156876,2025-05-24T08:29:11.156876,31,ENG-030,"[""Cash cassette""]",101902,True
MAINT-1748069891-1139,ATM-00064,cash_dispenser,C0047,Cassette misfeed,high,2025-05-24T07:58:11.156876,2025-05-24T08:33:11.156876,35,ENG-005,"[""Receipt printer""]",39199,True
MAINT-1748069891-1668,ATM-00068,cash_dispenser,20002,Low cash warning,low,2025-05-24T07:58:11.156876,2025-05-24T10:12:11.156876,134,ENG-027,[],180578,False
MAINT-1748069891-3800,ATM-00072,cash_dispenser,20001,Unable to load cassette,medium,2025-05-24T07:58:11.156876,2025-05-24T08:55:11.156876,57,ENG-006,[],106567,False
MAINT-1748069891-9189,ATM-00074,printer,20013,Receipt paper empty,medium,2025-05-24T07:58:11.156876,2025-05-24T08:11:11.156876,13,ENG-003,"[""Cash cassette""]",53059,False
MAINT-1748069891-1367,ATM-00075,cash_dispenser,C0047,Cassette misfeed,high,2025-05-24T07:58:11.156876,2025-05-24T08:56:11.156876,58,ENG-024,"[""Card reader""]",179091,False
MAINT-1748069891-1772,ATM-00087,cash_dispenser,20001,Unable to load cassette,medium,2025-05-24T07:58:11.156876,2025-05-24T08:18:11.156876,20,ENG-004,"[""Card reader""]",26000,False
MAINT-1748069891-6508,ATM-00088,printer,20013,Receipt paper empty,medium,2025-05-24T07:58:11.156876,2025-05-24T08:30:11.156876,32,ENG-021,[],180440,True
MAINT-1748069891-5176,ATM-00092,printer,20014,Printer jam,medium,2025-05-24T07:58:11.156876,2025-05-24T08:32:11.156876,34,ENG-009,[],199757,False
MAINT-1748069891-1278,ATM-00092,cash_dispenser,20002,Low cash warning,low,2025-05-24T07:58:11.156876,2025-05-24T09:52:11.156876,114,ENG-019,[],209486,True
MAINT-1748069891-7714,ATM-00095,printer,20013,Receipt paper empty,medium,2025-05-24T07:58:11.156876,2025-05-24T08:29:11.156876,31,ENG-018,[],98322,True
MAINT-1747983491-5843,ATM-00002,cash_dispenser,C0047,Cassette misfeed,high,2025-05-23T07:58:11.156876,2025-05-23T08:48:11.156876,50,ENG-010,"[""Card reader""]",126703,False
MAINT-1747983491-2892,ATM-00010,cash_dispenser,20002,Low cash warning,low,2025-05-23T07:58:11.156876,2025-05-23T10:13:11.156876,135,ENG-010,"[""Receipt printer""]",143213,True
MAINT-1747983491-6629,ATM-00015,cash_dispenser,C0047,Cassette misfeed,high,2025-05-23T07:58:11.156876,2025-05-23T08:38:11.156876,40,ENG-008,[],186183,False
MAINT-1747983491-4924,ATM-00016,cash_dispenser,20002,Low cash warning,low,2025-05-23T07:58:11.156876,2025-05-23T10:10:11.156876,132,ENG-017,"[""Card reader""]",226700,False
MAINT-1747983491-1994,ATM-00016,network,D1500,Connection timeout,high,2025-05-23T07:58:11.156876,2025-05-23T09:42:11.156876,104,ENG-012,"[""Receipt printer""]",230489,False
MAINT-1747983491-8396,ATM-00038,printer,20013,Receipt paper empty,medium,2025-05-23T07:58:11.156876,2025-05-23T08:17:11.156876,19,ENG-028,"[""Cash cassette""]",190543,True
MAINT-1747983491-4585,ATM-00042,printer,20014,Printer jam,medium,2025-05-23T07:58:11.156876,2025-05-23T08:26:11.156876,28,ENG-002,"[""Receipt printer""]",80202,True
MAINT-1747983491-7898,ATM-00046,cash_dispenser,C0047,Cassette misfeed,high,2025-05-23T07:58:11.156876,2025-05-23T08:54:11.156876,56,ENG-017,"[""Card reader""]",144551,False
MAINT-1747983491-4504,ATM-00048,printer,20014,Printer jam,medium,2025-05-23T07:58:11.156876,2025-05-23T08:46:11.156876,48,ENG-006,"[""Receipt printer""]",201475,False
MAINT-1747983491-2907,ATM-00051,card_reader,90001,Card reader malfunction,high,2025-05-23T07:58:11.156876,2025-05-23T09:10:11.156876,72,ENG-026,[],83413,True
MAINT-1747983491-8401,ATM-00055,card_reader,90001,Card reader malfunction,high,2025-05-23T07:58:11.156876,2025-05-23T09:04:11.156876,66,ENG-025,[],82572,False
MAINT-1747983491-7031,ATM-00059,card_reader,90001,Card reader malfunction,high,2025-05-23T07:58:11.156876,2025-05-23T09:20:11.156876,82,ENG-017,"[""Cash cassette""]",119118,False
MAINT-1747983491-4119,ATM-00067,printer,20014,Printer jam,medium,2025-05-23T07:58:11.156876,2025-05-23T08:13:11.156876,15,ENG-016,"[""Cash cassette""]",130075,True
MAINT-1747983491-1174,ATM-00071,printer,20014,Printer jam,medium,2025-05-23T07:58:11.156876,2025-05-23T08:37:11.156876,39,ENG-007,"[""Cash cassette""]",192742,False
MAINT-1747983491-6993,ATM-00083,cash_dispenser,C0047,Cassette misfeed,high,2025-05-23T07:58:11.156876,2025-05-23T09:13:11.156876,75,ENG-028,"[""Receipt printer""]",121343,False
MAINT-1747983491-4037,ATM-00085,cash_dispenser,20001,Unable to load cassette,medium,2025-05-23T07:58:11.156876,2025-05-23T08:51:11.156876,53,ENG-005,"[""Receipt printer""]",191934,True
MAINT-1747983491-3615,ATM-00095,network,D1500,Connection timeout,high,2025-05-23T07:58:11.156876,2025-05-23T09:55:11.156876,117,ENG-019,[],69445,False
MAINT-1747897091-7108,ATM-00008,network,D1500,Connection timeout,high,2025-05-22T07:58:11.156876,2025-05-22T09:49:11.156876,111,ENG-004,"[""Cash cassette""]",62014,False
MAINT-1747897091-1305,ATM-00013,card_reader,90001,Card reader malfunction,high,2025-05-22T07:58:11.156876,2025-05-22T08:47:11.156876,49,ENG-028,"[""Cash cassette""]",228029,False
MAINT-1747897091-3924,ATM-00014,cash_dispenser,20002,Low cash warning,low,2025-05-22T07:58:11.156876,2025-05-22T10:18:11.156876,140,ENG-016,[],72295,True
MAINT-1747897091-4507,ATM-00024,card_reader,90001,Card reader malfunction,high,2025-05-22T07:58:11.156876,2025-05-22T09:17:11.156876,79,ENG-010,[],92940,True
MAINT-1747897091-5177,ATM-00034,printer,20013,Receipt paper empty,medium,2025-05-22T07:58:11.156876,2025-05-22T08:33:11.156876,35,ENG-009,[],57813,False
MAINT-1747897091-8172,ATM-00035,printer,20014,Printer jam,medium,2025-05-22T07:58:11.156876,2025-05-22T08:18:11.156876,20,ENG-025,"[""Card reader""]",219307,False
MAINT-1747897091-9249,ATM-00046,cash_dispenser,C0047,Cassette misfeed,high,2025-05-22T07:58:11.156876,2025-05-22T08:42:11.156876,44,ENG-019,"[""Card reader""]",124597,False
MAINT-1747897091-3203,ATM-00055,cash_dispenser,20002,Low cash warning,low,2025-05-22T07:58:11.156876,2025-05-22T10:27:11.156876,149,ENG-011,"[""Card reader""]",79722,True
MAINT-1747897091-1874,ATM-00079,printer,20014,Printer jam,medium,2025-05-22T07:58:11.156876,2025-05-22T08:36:11.156876,38,ENG-026,"[""Receipt printer""]",204007,True
MAINT-1747897091-3540,ATM-00089,cash_dispenser,C0047,Cassette misfeed,high,2025-05-22T07:58:11.156876,2025-05-22T08:40:11.156876,42,ENG-022,"[""Cash cassette""]",67723,True
MAINT-1747897091-7919,ATM-00098,printer,20013,Receipt paper empty,medium,2025-05-22T07:58:11.156876,2025-05-22T08:01:11.156876,3,ENG-018,[],33730,False
MAINT-1747810691-1197,ATM-00008,printer,20014,Printer jam,medium,2025-05-21T07:58:11.156876,2025-05-21T08:41:11.156876,43,ENG-012,"[""Cash cassette""]",116407,True
MAINT-1747810691-2106,ATM-00008,network,D1500,Connection timeout,high,2025-05-21T07:58:11.156876,2025-05-21T09:14:11.156876,76,ENG-001,[],25440,True
MAINT-1747810691-3787,ATM-00009,cash_dispenser,C0047,Cassette misfeed,high,2025-05-21T07:58:11.156876,2025-05-21T08:49:11.156876,51,ENG-029,[],206885,False
MAINT-1747810691-5018,ATM-00036,cash_dispenser,20001,Unable to load cassette,medium,2025-05-21T07:58:11.156876,2025-05-21T08:40:11.156876,42,ENG-015,"[""Receipt printer""]",41275,True
MAINT-1747810691-9436,ATM-00046,cash_dispenser,20001,Unable to load cassette,medium,2025-05-21T07:58:11.156876,2025-05-21T08:21:11.156876,23,ENG-028,"[""Receipt printer""]",125718,False
MAINT-1747810691-6157,ATM-00046,card_reader,90001,Card reader malfunction,high,2025-05-21T07:58:11.156876,2025-05-21T09:28:11.156876,90,ENG-029,"[""Receipt printer""]",41329,True
MAINT-1747810691-5525,ATM-00054,cash_dispenser,20002,Low cash warning,low,2025-05-21T07:58:11.156876,2025-05-21T09:57:11.156876,119,ENG-005,"[""Cash cassette""]",205311,True
MAINT-1747810691-8805,ATM-00057,printer,20014,Printer jam,medium,2025-05-21T07:58:11.156876,2025-05-21T08:09:11.156876,11,ENG-030,"[""Receipt printer""]",89047,False
MAINT-1747810691-6022,ATM-00060,cash_dispenser,20001,Unable to load cassette,medium,2025-05-21T07:58:11.156876,2025-05-21T08:57:11.156876,59,ENG-008,"[""Receipt printer""]",231329,False
MAINT-1747810691-3273,ATM-00072,cash_dispenser,20001,Unable to load cassette,medium,2025-05-21T07:58:11.156876,2025-05-21T08:49:11.156876,51,ENG-011,"[""Receipt printer""]",212909,False
MAINT-1747810691-6143,ATM-00079,printer,20013,Receipt paper empty,medium,2025-05-21T07:58:11.156876,2025-05-21T08:25:11.156876,27,ENG-022,[],141842,False
MAINT-1747810691-1375,ATM-00082,cash_dispenser,20001,Unable to load cassette,medium,2025-05-21T07:58:11.156876,2025-05-21T08:56:11.156876,58,ENG-021,[],171818,False
MAINT-1747724291-9180,ATM-00006,card_reader,90001,Card reader malfunction,high,2025-05-20T07:58:11.156876,2025-05-20T09:09:11.156876,71,ENG-005,"[""Cash cassette""]",81238,False
MAINT-1747724291-1438,ATM-00023,cash_dispenser,C0047,Cassette misfeed,high,2025-05-20T07:58:11.156876,2025-05-20T08:59:11.156876,61,ENG-006,[],193049,False
MAINT-1747724291-8003,ATM-00036,printer,20013,Receipt paper empty,medium,2025-05-20T07:58:11.156876,2025-05-20T08:05:11.156876,7,ENG-024,[],38710,False
MAINT-1747724291-9797,ATM-00056,printer,20013,Receipt paper empty,medium,2025-05-20T07:58:11.156876,2025-05-20T08:09:11.156876,11,ENG-011,[],209010,False
MAINT-1747724291-9411,ATM-00062,cash_dispenser,20001,Unable to load cassette,medium,2025-05-20T07:58:11.156876,2025-05-20T08:43:11.156876,45,ENG-003,"[""Cash cassette""]",179348,True
MAINT-1747724291-7191,ATM-00063,printer,20014,Printer jam,medium,2025-05-20T07:58:11.156876,2025-05-20T08:17:11.156876,19,ENG-011,"[""Receipt printer""]",206745,True
MAINT-1747724291-3548,ATM-00065,card_reader,90001,Card reader malfunction,high,2025-05-20T07:58:11.156876,2025-05-20T08:47:11.156876,49,ENG-028,[],15872,True
MAINT-1747724291-8738,ATM-00090,network,D1500,Connection timeout,high,2025-05-20T07:58:11.156876,2025-05-20T09:58:11.156876,120,ENG-008,"[""Card reader""]",52535,False
MAINT-1747637891-2667,ATM-00006,network,D1500,Connection timeout,high,2025-05-19T07:58:11.156876,2025-05-19T09:49:11.156876,111,ENG-026,"[""Cash cassette""]",110890,False
MAINT-1747637891-9303,ATM-00011,cash_dispenser,20001,Unable to load cassette,medium,2025-05-19T07:58:11.156876,2025-05-19T08:32:11.156876,34,ENG-013,[],238161,False
MAINT-1747637891-4335,ATM-00024,cash_dispenser,20002,Low cash warning,low,2025-05-19T07:58:11.156876,2025-05-19T10:23:11.156876,145,ENG-028,"[""Receipt printer""]",184356,False
MAINT-1747637891-6623,ATM-00033,printer,20014,Printer jam,medium,2025-05-19T07:58:11.156876,2025-05-19T08:49:11.156876,51,ENG-013,"[""Card reader""]",207938,True
MAINT-1747637891-2457,ATM-00034,printer,20013,Receipt paper empty,medium,2025-05-19T07:58:11.156876,2025-05-19T08:19:11.156876,21,ENG-012,"[""Receipt printer""]",53359,True
MAINT-1747637891-5926,ATM-00053,cash_dispenser,20002,Low cash warning,low,2025-05-19T07:58:11.156876,2025-05-19T10:10:11.156876,132,ENG-008,"[""Cash cassette""]",185507,False
MAINT-1747637891-5299,ATM-00058,card_reader,90001,Card reader malfunction,high,2025-05-19T07:58:11.156876,2025-05-19T09:19:11.156876,81,ENG-024,"[""Receipt printer""]",108877,True
MAINT-1747637891-7554,ATM-00068,card_reader,90001,Card reader malfunction,high,2025-05-19T07:58:11.156876,2025-05-19T08:52:11.156876,54,ENG-020,"[""Card reader""]",59792,False
MAINT-1747637891-3820,ATM-00075,card_reader,90001,Card reader malfunction,high,2025-05-19T07:58:11.156876,2025-05-19T09:03:11.156876,65,ENG-002,[],174606,False
MAINT-1747637891-8933,ATM-00077,network,D1500,Connection timeout,high,2025-05-19T07:58:11.156876,2025-05-19T09:43:11.156876,105,ENG-029,"[""Card reader""]",32126,True
MAINT-1747551491-3262,ATM-00003,printer,20013,Receipt paper empty,medium,2025-05-18T07:58:11.156876,2025-05-18T08:43:11.156876,45,ENG-017,[],100209,True
MAINT-1747551491-1554,ATM-00005,card_reader,90001,Card reader malfunction,high,2025-05-18T07:58:11.156876,2025-05-18T09:16:11.156876,78,ENG-027,"[""Card reader""]",27717,True
MAINT-1747551491-8916,ATM-00005,cash_dispenser,20002,Low cash warning,low,2025-05-18T07:58:11.156876,2025-05-18T10:22:11.156876,144,ENG-022,"[""Cash cassette""]",154516,False
MAINT-1747551491-3141,ATM-00009,cash_dispenser,C0047,Cassette misfeed,high,2025-05-18T07:58:11.156876,2025-05-18T08:42:11.156876,44,ENG-007,"[""Receipt printer""]",194905,False
MAINT-1747551491-5583,ATM-00009,printer,20013,Receipt paper empty,medium,2025-05-18T07:58:11.156876,2025-05-18T08:03:11.156876,5,ENG-013,[],67286,False
MAINT-1747551491-2699,ATM-00012,card_reader,90001,Card reader malfunction,high,2025-05-18T07:58:11.156876,2025-05-18T08:53:11.156876,55,ENG-014,"[""Receipt printer""]",225308,False
MAINT-1747551491-3501,ATM-00034,printer,20013,Receipt paper empty,medium,2025-05-18T07:58:11.156876,2025-05-18T08:19:11.156876,21,ENG-027,"[""Card reader""]",227446,False
MAINT-1747551491-4116,ATM-00035,printer,20014,Printer jam,medium,2025-05-18T07:58:11.156876,2025-05-18T08:52:11.156876,54,ENG-024,"[""Receipt printer""]",194488,False
MAINT-1747551491-9086,ATM-00044,card_reader,90001,Card reader malfunction,high,2025-05-18T07:58:11.156876,2025-05-18T08:58:11.156876,60,ENG-003,"[""Card reader""]",174908,True
MAINT-1747551491-2597,ATM-00049,card_reader,90001,Card reader malfunction,high,2025-05-18T07:58:11.156876,2025-05-18T09:03:11.156876,65,ENG-028,"[""Cash cassette""]",186731,False
MAINT-1747551491-4437,ATM-00053,cash_dispenser,C0047,Cassette misfeed,high,2025-05-18T07:58:11.156876,2025-05-18T09:06:11.156876,68,ENG-028,"[""Receipt printer""]",112439,False
MAINT-1747551491-1969,ATM-00055,printer,20014,Printer jam,medium,2025-05-18T07:58:11.156876,2025-05-18T08:43:11.156876,45,ENG-022,[],59174,False
MAINT-1747551491-4029,ATM-00057,printer,20014,Printer jam,medium,2025-05-18T07:58:11.156876,2025-05-18T08:36:11.156876,38,ENG-017,[],61098,True
MAINT-1747551491-8046,ATM-00058,cash_dispenser,20002,Low cash warning,low,2025-05-18T07:58:11.156876,2025-05-18T10:22:11.156876,144,ENG-003,"[""Card reader""]",131898,False
